Wilayah,Tanggal,Suhu_Rata2_C,Curah_Hujan_mm,Radiasi_Matahari_MJm2,Kecepatan_Angin_Max_kmh
Padang,2021-05-17,25.6,47.5,9.18,5.9
Padang,2021-05-18,25.3,13.5,7.02,5.2
Padang,2021-05-19,26.6,0.5,18.37,10.1
Padang,2021-05-20,26.8,0.1,16.71,10.2
Padang,2021-05-21,26.9,2.6,18.14,7.0
Padang,2021-05-22,26.5,0.1,10.46,4.9
Padang,2021-05-23,27.2,0.0,18.51,7.2
Padang,2021-05-24,27.0,0.6,18.49,6.3
Padang,2021-05-25,27.3,9.7,17.72,8.6
Padang,2021-05-26,27.6,17.1,19.82,8.9
Padang,2021-05-27,26.3,27.5,11.61,10.2
Padang,2021-05-28,25.8,20.0,12.34,8.1
Padang,2021-05-29,26.1,3.0,11.07,7.2
Padang,2021-05-30,26.7,21.8,18.36,9.4
Padang,2021-05-31,25.9,20.5,7.45,4.5
Padang,2021-06-01,26.8,5.2,18.66,7.6
Padang,2021-06-02,26.9,11.4,18.36,10.1
Padang,2021-06-03,26.9,5.0,18.51,9.4
Padang,2021-06-04,26.3,19.6,12.92,7.9
Padang,2021-06-05,26.1,36.8,17.37,8.3
Padang,2021-06-06,26.5,0.0,22.07,7.3
Padang,2021-06-07,26.3,1.5,19.03,7.9
Padang,2021-06-08,26.4,2.2,19.09,7.1
Padang,2021-06-09,26.0,2.7,13.13,6.6
Padang,2021-06-10,26.5,0.0,18.7,7.9
Padang,2021-06-11,26.5,2.3,19.26,8.6
Padang,2021-06-12,26.5,0.2,19.25,10.1
Padang,2021-06-13,26.7,6.2,17.39,6.7
Padang,2021-06-14,26.2,4.2,13.89,8.1
Padang,2021-06-15,26.2,2.3,18.32,7.7
Padang,2021-06-16,26.4,1.2,16.07,11.8
Padang,2021-06-17,26.5,0.0,22.14,9.0
Padang,2021-06-18,26.5,0.0,19.79,11.3
Padang,2021-06-19,26.0,0.0,15.75,6.8
Padang,2021-06-20,26.7,0.0,21.65,8.1
Padang,2021-06-21,26.3,4.2,21.23,10.5
Padang,2021-06-22,24.9,12.0,16.28,12.4
Padang,2021-06-23,26.1,1.2,18.63,13.2
Padang,2021-06-24,26.4,2.8,20.78,9.7
Padang,2021-06-25,25.8,5.6,16.83,8.6
Padang,2021-06-26,25.7,5.1,14.44,10.4
Padang,2021-06-27,26.2,0.0,16.89,9.0
Padang,2021-06-28,26.1,10.1,18.2,8.0
Padang,2021-06-29,25.0,20.6,12.04,13.8
Padang,2021-06-30,26.1,0.0,11.11,6.3
Padang,2021-07-01,26.8,0.0,19.31,8.7
Padang,2021-07-02,27.2,0.1,21.05,10.6
Padang,2021-07-03,25.3,13.2,15.66,10.2
Padang,2021-07-04,25.0,29.0,13.0,11.8
Padang,2021-07-05,24.8,36.9,4.96,5.4
Padang,2021-07-06,25.1,3.7,15.14,7.7
Padang,2021-07-07,26.0,0.3,18.91,8.9
Padang,2021-07-08,26.0,0.7,19.4,6.8
Padang,2021-07-09,26.3,0.6,18.6,8.7
Padang,2021-07-10,25.7,23.4,13.33,6.2
Padang,2021-07-11,26.0,37.2,12.98,11.2
Padang,2021-07-12,25.5,19.6,11.65,9.4
Padang,2021-07-13,25.3,8.6,8.35,8.6
Padang,2021-07-14,26.5,0.0,15.24,6.2
Padang,2021-07-15,26.9,0.0,22.68,8.3
Padang,2021-07-16,25.7,0.0,20.39,7.3
Padang,2021-07-17,26.1,0.0,22.44,7.9
Padang,2021-07-18,26.1,0.0,20.54,7.9
Padang,2021-07-19,26.3,1.3,17.47,9.2
Padang,2021-07-20,27.0,0.0,20.4,9.0
Padang,2021-07-21,26.7,0.0,20.75,7.8
Padang,2021-07-22,26.3,0.0,20.61,8.0
Padang,2021-07-23,26.6,1.3,20.64,9.1
Padang,2021-07-24,26.3,1.0,16.42,8.3
Padang,2021-07-25,26.4,0.0,22.49,8.0
Padang,2021-07-26,26.6,1.1,20.65,9.0
Padang,2021-07-27,26.5,2.6,18.35,7.3
Padang,2021-07-28,25.8,1.9,17.68,6.6
Padang,2021-07-29,25.9,0.6,19.76,11.7
Padang,2021-07-30,26.1,5.3,21.32,9.3
Padang,2021-07-31,25.7,6.6,19.23,9.0
Padang,2021-08-01,25.6,15.5,17.4,7.9
Padang,2021-08-02,25.9,22.0,19.41,8.5
Padang,2021-08-03,26.1,3.1,19.13,8.9
Padang,2021-08-04,25.9,4.0,15.32,7.7
Padang,2021-08-05,26.6,0.4,18.49,7.3
Padang,2021-08-06,26.2,1.5,19.74,9.0
Padang,2021-08-07,26.2,11.7,17.76,8.4
Padang,2021-08-08,26.7,25.3,17.72,8.6
Padang,2021-08-09,25.4,58.6,12.88,10.8
Padang,2021-08-10,25.4,32.6,16.01,9.7
Padang,2021-08-11,25.7,4.5,17.03,6.8
Padang,2021-08-12,26.0,2.2,17.66,6.7
Padang,2021-08-13,25.7,7.6,20.65,8.4
Padang,2021-08-14,25.1,24.0,13.72,7.8
Padang,2021-08-15,25.6,19.3,15.04,9.1
Padang,2021-08-16,25.5,36.5,12.68,7.3
Padang,2021-08-17,24.9,34.4,9.65,8.5
Padang,2021-08-18,24.7,31.2,12.35,8.0
Padang,2021-08-19,24.7,16.5,14.3,7.1
Padang,2021-08-20,25.6,0.2,10.79,5.5
Padang,2021-08-21,26.3,3.1,17.22,7.9
Padang,2021-08-22,25.6,14.5,11.12,8.7
Padang,2021-08-23,25.2,22.4,13.68,7.6
Padang,2021-08-24,25.2,9.2,17.96,7.3
Padang,2021-08-25,25.9,0.1,20.28,8.3
Padang,2021-08-26,26.6,6.2,18.49,8.6
Padang,2021-08-27,25.6,14.7,16.2,8.7
Padang,2021-08-28,25.6,6.5,16.64,6.9
Padang,2021-08-29,26.2,7.2,19.33,7.2
Padang,2021-08-30,26.0,5.8,16.4,4.7
Padang,2021-08-31,25.3,12.0,14.94,5.9
Padang,2021-09-01,24.9,14.2,9.06,5.2
Padang,2021-09-02,24.5,14.7,8.16,7.8
Padang,2021-09-03,25.4,13.2,16.68,7.8
Padang,2021-09-04,25.2,15.1,17.85,9.1
Padang,2021-09-05,25.3,25.2,12.77,12.8
Padang,2021-09-06,25.9,15.9,19.84,11.1
Padang,2021-09-07,25.5,5.4,16.37,7.6
Padang,2021-09-08,25.2,14.6,14.5,9.0
Padang,2021-09-09,25.7,2.8,21.66,7.6
Padang,2021-09-10,25.8,4.8,18.89,9.3
Padang,2021-09-11,26.3,3.8,21.81,12.0
Padang,2021-09-12,26.1,2.6,19.72,8.3
Padang,2021-09-13,26.0,12.3,13.01,9.7
Padang,2021-09-14,26.5,0.8,16.87,7.9
Padang,2021-09-15,26.4,0.0,23.37,9.7
Padang,2021-09-16,26.8,0.3,20.38,8.4
Padang,2021-09-17,26.6,21.4,20.31,9.7
Padang,2021-09-18,25.1,94.3,12.74,12.6
Padang,2021-09-19,25.4,18.7,12.55,9.0
Padang,2021-09-20,26.2,0.1,22.8,7.2
Padang,2021-09-21,25.5,6.2,16.25,8.2
Padang,2021-09-22,26.0,1.0,21.2,8.0
Padang,2021-09-23,26.4,0.6,16.2,7.6
Padang,2021-09-24,26.2,2.2,18.33,6.0
Padang,2021-09-25,26.0,4.7,18.03,8.6
Padang,2021-09-26,25.5,46.9,12.69,9.9
Padang,2021-09-27,26.2,2.1,19.17,9.8
Padang,2021-09-28,25.6,104.7,15.76,10.9
Padang,2021-09-29,25.0,134.8,11.48,14.4
Padang,2021-09-30,25.5,23.6,11.46,10.9
Padang,2021-10-01,25.4,0.3,10.98,9.5
Padang,2021-10-02,26.3,0.3,14.85,8.4
Padang,2021-10-03,26.2,0.0,22.19,9.6
Padang,2021-10-04,26.7,0.2,23.74,9.1
Padang,2021-10-05,25.9,2.4,19.7,9.4
Padang,2021-10-06,26.2,0.4,22.2,8.3
Padang,2021-10-07,25.8,13.0,17.76,8.0
Padang,2021-10-08,26.2,7.6,18.75,7.3
Padang,2021-10-09,26.1,1.1,17.52,8.6
Padang,2021-10-10,25.3,29.7,13.85,9.4
Padang,2021-10-11,25.7,7.8,11.66,6.9
Padang,2021-10-12,26.5,0.0,24.87,8.7
Padang,2021-10-13,26.9,1.1,23.14,9.9
Padang,2021-10-14,26.1,4.4,19.34,7.3
Padang,2021-10-15,26.9,0.0,23.76,10.1
Padang,2021-10-16,26.9,0.5,23.13,8.4
Padang,2021-10-17,26.7,5.2,17.77,10.0
Padang,2021-10-18,26.7,5.7,18.38,11.3
Padang,2021-10-19,26.4,7.3,18.71,15.3
Padang,2021-10-20,26.0,0.9,15.18,12.1
Padang,2021-10-21,26.2,1.2,18.85,8.1
Padang,2021-10-22,25.6,7.0,18.72,7.6
Padang,2021-10-23,25.5,18.2,19.39,8.2
Padang,2021-10-24,25.1,21.0,14.01,10.3
Padang,2021-10-25,24.8,35.8,11.81,7.5
Padang,2021-10-26,25.2,35.7,17.26,10.4
Padang,2021-10-27,25.9,5.2,15.61,6.4
Padang,2021-10-28,26.8,0.0,23.26,8.0
Padang,2021-10-29,27.2,3.8,17.5,12.0
Padang,2021-10-30,25.7,12.2,16.33,8.7
Padang,2021-10-31,25.8,3.3,17.72,6.9
Padang,2021-11-01,25.9,10.5,18.12,6.3
Padang,2021-11-02,25.7,7.8,20.41,8.4
Padang,2021-11-03,24.9,21.4,11.43,6.6
Padang,2021-11-04,25.8,17.2,19.44,7.2
Padang,2021-11-05,24.7,25.2,7.59,5.6
Padang,2021-11-06,25.3,18.7,14.98,13.4
Padang,2021-11-07,25.3,12.0,15.44,8.9
Padang,2021-11-08,25.9,8.2,14.16,8.9
Padang,2021-11-09,27.0,0.3,22.54,10.9
Padang,2021-11-10,25.4,13.3,7.29,7.2
Padang,2021-11-11,26.2,7.0,19.72,7.6
Padang,2021-11-12,26.9,0.0,22.11,7.2
Padang,2021-11-13,26.3,1.2,18.48,8.3
Padang,2021-11-14,27.1,0.1,21.96,7.0
Padang,2021-11-15,26.7,0.0,20.45,6.6
Padang,2021-11-16,26.5,0.0,24.66,9.1
Padang,2021-11-17,25.9,7.3,20.44,10.0
Padang,2021-11-18,26.3,0.6,19.03,8.0
Padang,2021-11-19,26.6,4.1,21.01,9.3
Padang,2021-11-20,27.1,0.1,19.45,7.2
Padang,2021-11-21,26.2,5.1,19.21,6.8
Padang,2021-11-22,27.2,0.0,23.77,9.0
Padang,2021-11-23,26.2,11.4,19.44,11.4
Padang,2021-11-24,26.9,0.0,16.73,6.2
Padang,2021-11-25,27.5,0.1,18.69,7.1
Padang,2021-11-26,27.1,0.3,23.76,8.0
Padang,2021-11-27,26.6,2.6,15.99,5.9
Padang,2021-11-28,26.4,2.6,21.18,7.9
Padang,2021-11-29,26.4,2.1,22.54,10.9
Padang,2021-11-30,24.4,19.6,11.08,13.4
Padang,2021-12-01,25.3,11.5,19.13,7.5
Padang,2021-12-02,25.9,3.2,21.6,9.9
Padang,2021-12-03,26.8,0.0,21.81,8.2
Padang,2021-12-04,26.1,10.4,19.68,13.3
Padang,2021-12-05,24.7,19.5,11.23,8.7
Padang,2021-12-06,26.1,6.4,20.79,8.0
Padang,2021-12-07,26.5,2.1,22.43,8.4
Padang,2021-12-08,26.7,5.3,20.31,8.8
Padang,2021-12-09,25.9,15.2,17.98,10.2
Padang,2021-12-10,25.7,15.6,15.34,8.9
Padang,2021-12-11,25.8,24.2,18.33,9.5
Padang,2021-12-12,25.9,18.5,18.42,9.2
Padang,2021-12-13,26.1,14.4,16.18,6.4
Padang,2021-12-14,25.5,14.9,17.31,9.4
Padang,2021-12-15,25.8,7.3,19.05,7.2
Padang,2021-12-16,25.4,20.1,13.64,8.6
Padang,2021-12-17,24.3,104.2,3.31,12.6
Padang,2021-12-18,24.2,75.1,3.02,10.5
Padang,2021-12-19,25.6,17.9,21.33,13.3
Padang,2021-12-20,24.8,12.9,9.07,7.8
Padang,2021-12-21,26.5,0.0,22.29,7.9
Padang,2021-12-22,25.8,11.7,19.93,10.4
Padang,2021-12-23,25.3,11.1,15.61,9.0
Padang,2021-12-24,26.0,0.8,22.87,9.0
Padang,2021-12-25,26.2,1.1,22.14,9.7
Padang,2021-12-26,26.4,1.1,23.08,10.9
Padang,2021-12-27,25.7,7.6,20.1,10.7
Padang,2021-12-28,26.6,7.0,21.56,11.4
Padang,2021-12-29,26.9,3.4,20.67,12.0
Padang,2021-12-30,26.0,18.3,20.38,11.2
Padang,2021-12-31,24.6,11.5,8.72,10.2
Padang,2022-01-01,25.1,16.0,13.77,12.8
Padang,2022-01-02,24.7,28.3,10.72,12.8
Padang,2022-01-03,26.6,1.2,23.57,9.8
Padang,2022-01-04,26.2,2.1,21.94,9.0
Padang,2022-01-05,26.4,0.2,24.11,8.6
Padang,2022-01-06,26.4,3.4,20.03,13.5
Padang,2022-01-07,26.6,2.0,18.25,10.0
Padang,2022-01-08,26.2,16.8,19.02,10.0
Padang,2022-01-09,25.9,19.7,19.12,12.3
Padang,2022-01-10,24.6,38.6,11.33,12.6
Padang,2022-01-11,26.7,4.1,21.12,13.9
Padang,2022-01-12,26.2,6.7,20.61,12.1
Padang,2022-01-13,26.0,6.2,21.57,10.6
Padang,2022-01-14,26.4,3.6,20.52,8.3
Padang,2022-01-15,27.2,3.8,21.34,7.9
Padang,2022-01-16,26.5,5.2,20.26,9.1
Padang,2022-01-17,25.4,3.3,17.44,7.9
Padang,2022-01-18,25.5,17.5,19.01,13.0
Padang,2022-01-19,24.1,32.7,6.11,10.5
Padang,2022-01-20,26.4,1.3,23.62,10.9
Padang,2022-01-21,25.6,2.4,21.19,10.9
Padang,2022-01-22,25.5,10.5,17.78,10.1
Padang,2022-01-23,24.9,17.2,11.23,7.9
Padang,2022-01-24,25.3,6.7,8.84,5.6
Padang,2022-01-25,26.9,0.0,18.4,9.2
Padang,2022-01-26,27.6,0.0,15.85,13.6
Padang,2022-01-27,27.6,0.0,22.87,11.9
Padang,2022-01-28,26.7,0.7,23.05,10.0
Padang,2022-01-29,26.9,0.0,22.83,10.9
Padang,2022-01-30,26.1,14.2,19.0,12.5
Padang,2022-01-31,26.4,0.2,20.02,9.6
Padang,2022-02-01,25.9,11.4,15.04,8.7
Padang,2022-02-02,26.1,3.4,19.77,10.7
Padang,2022-02-03,26.3,5.0,19.97,9.6
Padang,2022-02-04,25.8,5.1,15.08,8.8
Padang,2022-02-05,24.7,37.0,8.84,6.3
Padang,2022-02-06,26.5,10.6,19.45,11.8
Padang,2022-02-07,27.0,0.1,23.26,9.8
Padang,2022-02-08,27.0,0.0,22.48,9.6
Padang,2022-02-09,27.4,0.0,17.89,9.9
Padang,2022-02-10,26.9,0.6,19.74,7.6
Padang,2022-02-11,26.2,0.3,9.05,8.9
Padang,2022-02-12,26.9,0.0,21.47,10.5
Padang,2022-02-13,26.6,0.0,23.54,9.0
Padang,2022-02-14,26.7,0.0,23.77,9.2
Padang,2022-02-15,26.3,1.1,22.74,9.1
Padang,2022-02-16,25.7,11.3,14.77,12.0
Padang,2022-02-17,27.2,0.2,21.0,7.9
Padang,2022-02-18,26.9,0.0,23.08,16.1
Padang,2022-02-19,27.0,0.0,23.68,8.4
Padang,2022-02-20,26.6,0.0,25.51,7.8
Padang,2022-02-21,26.8,0.5,23.23,9.4
Padang,2022-02-22,27.1,0.7,21.55,12.9
Padang,2022-02-23,27.1,0.0,24.12,9.1
Padang,2022-02-24,26.9,0.0,20.08,9.7
Padang,2022-02-25,26.6,1.8,24.08,11.3
Padang,2022-02-26,26.3,1.4,21.88,9.7
Padang,2022-02-27,26.7,4.7,18.25,11.5
Padang,2022-02-28,26.4,3.0,22.5,9.8
Padang,2022-03-01,26.4,1.6,15.34,7.6
Padang,2022-03-02,26.2,0.4,20.94,9.1
Padang,2022-03-03,26.1,3.4,17.95,10.0
Padang,2022-03-04,27.2,0.0,21.86,9.2
Padang,2022-03-05,26.7,12.7,22.14,8.8
Padang,2022-03-06,25.7,3.2,16.69,6.5
Padang,2022-03-07,26.3,2.2,21.07,8.4
Padang,2022-03-08,26.1,6.9,23.74,10.0
Padang,2022-03-09,25.9,10.4,22.03,11.8
Padang,2022-03-10,25.8,3.0,20.57,9.4
Padang,2022-03-11,25.9,11.0,17.79,6.8
Padang,2022-03-12,26.7,0.4,23.37,7.8
Padang,2022-03-13,26.4,0.7,17.69,8.1
Padang,2022-03-14,25.4,34.4,14.21,5.9
Padang,2022-03-15,26.7,2.4,20.34,8.8
Padang,2022-03-16,27.5,0.0,22.68,11.6
Padang,2022-03-17,25.9,12.1,11.42,7.8
Padang,2022-03-18,25.7,11.9,8.76,8.8
Padang,2022-03-19,27.0,2.2,22.55,10.2
Padang,2022-03-20,26.7,0.3,19.13,6.4
Padang,2022-03-21,27.0,0.1,22.8,9.3
Padang,2022-03-22,27.0,1.8,24.58,10.1
Padang,2022-03-23,27.1,0.0,26.16,10.6
Padang,2022-03-24,26.3,0.0,27.42,9.1
Padang,2022-03-25,26.5,0.0,26.9,9.5
Padang,2022-03-26,26.5,0.0,27.22,9.1
Padang,2022-03-27,26.8,0.0,26.7,9.1
Padang,2022-03-28,25.9,0.0,27.21,9.1
Padang,2022-03-29,26.1,0.0,27.39,9.8
Padang,2022-03-30,26.3,0.0,26.07,9.0
Padang,2022-03-31,26.7,0.7,25.48,8.7
Padang,2022-04-01,26.3,0.0,26.92,9.7
Padang,2022-04-02,26.5,0.0,26.47,11.0
Padang,2022-04-03,26.9,0.3,23.78,8.3
Padang,2022-04-04,26.9,0.0,25.86,10.2
Padang,2022-04-05,27.0,0.1,21.95,11.8
Padang,2022-04-06,26.9,1.6,22.69,10.5
Padang,2022-04-07,25.6,16.4,13.11,10.0
Padang,2022-04-08,26.2,2.9,21.06,8.0
Padang,2022-04-09,26.9,0.0,20.01,8.2
Padang,2022-04-10,26.9,0.2,21.55,10.6
Padang,2022-04-11,25.8,8.0,19.65,10.0
Padang,2022-04-12,26.9,0.3,23.01,9.8
Padang,2022-04-13,26.6,2.3,21.43,9.3
Padang,2022-04-14,27.2,0.8,23.05,10.1
Padang,2022-04-15,26.7,1.1,19.89,8.0
Padang,2022-04-16,27.3,0.0,19.86,8.8
Padang,2022-04-17,27.2,11.4,22.82,10.8
Padang,2022-04-18,25.3,17.2,9.59,9.4
Padang,2022-04-19,25.9,5.1,17.14,6.1
Padang,2022-04-20,25.6,18.8,15.74,10.8
Padang,2022-04-21,26.3,0.6,14.44,7.6
Padang,2022-04-22,26.9,1.2,19.99,10.8
Padang,2022-04-23,26.3,10.0,18.16,12.1
Padang,2022-04-24,26.2,21.3,18.48,11.2
Padang,2022-04-25,26.0,11.0,15.46,6.9
Padang,2022-04-26,27.2,0.5,20.39,9.4
Padang,2022-04-27,27.5,2.6,22.47,10.8
Padang,2022-04-28,26.8,0.8,18.65,7.6
Padang,2022-04-29,27.1,3.4,22.62,9.4
Padang,2022-04-30,26.1,9.5,19.0,7.6
Padang,2022-05-01,25.9,6.7,17.83,9.2
Padang,2022-05-02,25.7,8.5,13.56,5.9
Padang,2022-05-03,26.9,6.6,20.94,9.7
Padang,2022-05-04,26.4,7.1,11.37,4.2
Padang,2022-05-05,26.9,3.7,20.78,8.0
Padang,2022-05-06,26.7,9.2,15.8,9.4
Padang,2022-05-07,26.8,5.5,14.9,12.1
Padang,2022-05-08,26.9,7.8,13.89,11.2
Padang,2022-05-09,28.0,0.0,21.32,14.2
Padang,2022-05-10,28.3,0.1,22.19,12.8
Padang,2022-05-11,26.9,2.5,20.04,10.2
Padang,2022-05-12,26.7,2.2,16.82,8.6
Padang,2022-05-13,27.6,0.0,23.03,7.6
Padang,2022-05-14,27.3,0.1,23.21,10.8
Padang,2022-05-15,27.2,3.7,18.74,7.9
Padang,2022-05-16,25.9,4.3,14.49,10.7
Padang,2022-05-17,27.2,0.0,22.78,7.8
Padang,2022-05-18,26.8,0.0,23.84,8.0
Padang,2022-05-19,27.6,0.0,19.56,7.5
Padang,2022-05-20,27.1,0.0,14.39,7.8
Padang,2022-05-21,27.0,1.5,13.58,6.9
Padang,2022-05-22,26.9,1.3,22.53,9.8
Padang,2022-05-23,26.8,0.0,21.88,11.0
Padang,2022-05-24,26.0,21.7,15.79,11.5
Padang,2022-05-25,25.9,26.5,12.46,10.4
Padang,2022-05-26,27.2,0.0,22.07,9.5
Padang,2022-05-27,26.2,6.5,20.98,13.2
Padang,2022-05-28,25.6,7.3,18.02,9.5
Padang,2022-05-29,26.6,4.5,20.71,9.7
Padang,2022-05-30,26.5,0.0,23.0,8.4
Padang,2022-05-31,26.1,2.7,20.62,9.7
Padang,2022-06-01,26.7,1.1,21.39,10.6
Padang,2022-06-02,25.4,20.9,15.06,11.5
Padang,2022-06-03,25.9,4.2,19.98,8.3
Padang,2022-06-04,27.0,3.1,18.71,9.4
Padang,2022-06-05,26.8,0.1,18.82,9.7
Padang,2022-06-06,26.4,11.7,15.89,9.8
Padang,2022-06-07,26.0,0.9,18.24,9.7
Padang,2022-06-08,25.9,0.5,17.01,8.0
Padang,2022-06-09,25.3,18.6,13.28,6.7
Padang,2022-06-10,25.8,7.7,17.62,9.8
Padang,2022-06-11,24.7,29.4,11.5,6.2
Padang,2022-06-12,26.3,0.0,18.86,7.5
Padang,2022-06-13,26.6,3.4,17.77,7.8
Padang,2022-06-14,25.7,9.7,16.18,7.9
Padang,2022-06-15,25.2,12.5,14.57,10.0
Padang,2022-06-16,26.0,0.3,18.32,9.1
Padang,2022-06-17,25.7,9.9,13.94,10.1
Padang,2022-06-18,25.8,3.0,12.42,7.4
Padang,2022-06-19,25.4,1.7,15.98,6.5
Padang,2022-06-20,26.6,3.3,18.3,10.1
Padang,2022-06-21,25.6,9.3,17.09,7.8
Padang,2022-06-22,25.3,9.6,15.2,5.6
Padang,2022-06-23,24.7,20.3,11.76,7.1
Padang,2022-06-24,24.8,10.5,13.81,10.4
Padang,2022-06-25,25.5,4.0,10.49,7.3
Padang,2022-06-26,26.3,0.0,19.78,8.5
Padang,2022-06-27,26.7,2.0,17.28,8.7
Padang,2022-06-28,25.0,20.3,8.59,9.1
Padang,2022-06-29,24.8,39.0,12.01,12.9
Padang,2022-06-30,25.4,9.8,10.0,9.4
Padang,2022-07-01,25.9,0.0,21.81,9.2
Padang,2022-07-02,25.8,0.1,21.39,8.4
Padang,2022-07-03,25.7,0.0,21.79,9.0
Padang,2022-07-04,26.4,0.0,21.3,9.8
Padang,2022-07-05,26.9,0.4,17.31,10.4
Padang,2022-07-06,26.2,5.4,10.12,9.8
Padang,2022-07-07,26.9,4.7,20.19,9.3
Padang,2022-07-08,26.4,2.9,17.73,10.3
Padang,2022-07-09,26.5,2.9,21.43,9.8
Padang,2022-07-10,25.5,3.8,18.04,7.4
Padang,2022-07-11,26.3,3.1,18.74,8.7
Padang,2022-07-12,26.3,2.5,17.01,10.6
Padang,2022-07-13,26.6,1.8,17.92,9.7
Padang,2022-07-14,25.9,5.4,14.06,10.1
Padang,2022-07-15,26.6,0.0,20.83,10.7
Padang,2022-07-16,27.4,0.0,22.84,10.2
Padang,2022-07-17,27.0,0.0,22.71,7.8
Padang,2022-07-18,26.4,0.0,22.62,9.1
Padang,2022-07-19,26.6,0.0,22.37,7.8
Padang,2022-07-20,26.4,3.0,17.6,9.0
Padang,2022-07-21,26.5,1.7,17.46,9.6
Padang,2022-07-22,25.6,19.1,15.08,8.8
Padang,2022-07-23,26.2,10.2,17.58,10.1
Padang,2022-07-24,25.0,47.1,9.33,7.6
Padang,2022-07-25,24.4,47.0,4.27,5.9
Padang,2022-07-26,25.8,3.4,18.44,8.0
Padang,2022-07-27,25.9,6.5,19.45,10.9
Padang,2022-07-28,26.8,0.4,19.48,10.5
Padang,2022-07-29,25.8,21.7,12.44,8.8
Padang,2022-07-30,26.3,0.2,14.72,9.2
Padang,2022-07-31,26.7,0.0,20.9,7.6
Padang,2022-08-01,27.0,0.1,18.23,9.1
Padang,2022-08-02,25.3,14.9,12.18,8.4
Padang,2022-08-03,25.1,8.4,12.2,7.8
Padang,2022-08-04,26.3,0.0,17.22,10.0
Padang,2022-08-05,26.2,0.4,12.91,7.0
Padang,2022-08-06,26.5,0.2,19.86,8.7
Padang,2022-08-07,26.1,5.6,19.92,9.4
Padang,2022-08-08,26.3,0.3,22.15,8.4
Padang,2022-08-09,26.2,5.9,19.76,8.2
Padang,2022-08-10,26.1,0.5,20.38,8.2
Padang,2022-08-11,26.7,1.7,21.0,8.3
Padang,2022-08-12,25.8,5.6,15.94,10.0
Padang,2022-08-13,26.4,0.1,17.4,5.4
Padang,2022-08-14,25.9,3.0,14.37,6.2
Padang,2022-08-15,26.6,1.8,18.72,8.6
Padang,2022-08-16,26.2,0.2,20.85,9.2
Padang,2022-08-17,26.7,0.6,20.27,9.3
Padang,2022-08-18,25.9,16.1,18.37,11.4
Padang,2022-08-19,26.0,19.9,20.17,10.0
Padang,2022-08-20,24.9,23.9,16.15,8.2
Padang,2022-08-21,25.3,35.4,15.45,8.4
Padang,2022-08-22,26.7,0.1,21.41,8.6
Padang,2022-08-23,25.9,12.8,16.8,11.5
Padang,2022-08-24,25.9,13.1,16.07,10.8
Padang,2022-08-25,24.9,10.6,16.36,10.2
Padang,2022-08-26,25.0,2.5,16.37,7.9
Padang,2022-08-27,25.5,7.9,16.6,10.9
Padang,2022-08-28,25.1,26.4,15.09,7.6
Padang,2022-08-29,24.7,32.7,13.29,6.0
Padang,2022-08-30,25.9,2.4,15.31,7.4
Padang,2022-08-31,26.3,3.1,20.6,7.4
Padang,2022-09-01,24.7,42.0,11.47,12.1
Padang,2022-09-02,24.9,15.9,13.38,6.6
Padang,2022-09-03,25.1,1.0,9.08,5.6
Padang,2022-09-04,26.0,0.4,21.15,9.2
Padang,2022-09-05,26.5,0.0,19.11,7.1
Padang,2022-09-06,25.8,4.8,20.21,11.6
Padang,2022-09-07,25.4,4.6,13.0,6.9
Padang,2022-09-08,26.7,0.1,19.92,7.1
Padang,2022-09-09,26.4,0.2,21.15,9.6
Padang,2022-09-10,26.5,0.0,22.01,9.4
Padang,2022-09-11,26.1,0.0,22.17,8.8
Padang,2022-09-12,26.0,0.2,20.19,8.7
Padang,2022-09-13,25.2,18.4,13.5,8.2
Padang,2022-09-14,25.9,4.6,12.86,5.5
Padang,2022-09-15,25.8,0.6,17.15,6.7
Padang,2022-09-16,25.4,8.4,17.61,6.6
Padang,2022-09-17,25.1,16.5,15.95,10.0
Padang,2022-09-18,24.4,27.5,9.1,9.7
Padang,2022-09-19,25.3,3.1,13.02,5.0
Padang,2022-09-20,25.6,4.8,17.61,10.0
Padang,2022-09-21,24.7,15.4,13.29,14.6
Padang,2022-09-22,25.2,13.9,16.95,8.8
Padang,2022-09-23,26.3,0.0,22.2,8.0
Padang,2022-09-24,25.7,3.5,18.04,9.4
Padang,2022-09-25,25.8,0.4,16.43,7.8
Padang,2022-09-26,26.6,0.6,20.62,11.0
Padang,2022-09-27,25.4,5.4,17.95,8.8
Padang,2022-09-28,24.7,22.2,16.56,11.7
Padang,2022-09-29,25.6,3.6,17.55,6.9
Padang,2022-09-30,25.4,33.1,18.44,11.5
Padang,2022-10-01,25.8,21.6,18.27,8.3
Padang,2022-10-02,25.2,37.2,10.98,9.7
Padang,2022-10-03,25.9,6.3,18.99,8.1
Padang,2022-10-04,25.3,36.0,13.22,8.9
Padang,2022-10-05,26.0,1.7,15.6,9.4
Padang,2022-10-06,26.5,3.0,16.47,9.7
Padang,2022-10-07,25.5,4.8,8.75,8.5
Padang,2022-10-08,26.0,2.0,10.49,11.2
Padang,2022-10-09,26.0,0.0,18.12,8.3
Padang,2022-10-10,25.9,0.5,13.96,6.0
Padang,2022-10-11,26.1,3.7,19.07,11.2
Padang,2022-10-12,25.3,6.4,16.36,6.5
Padang,2022-10-13,25.2,14.0,19.03,9.8
